Station,sampleDateTime,pressure_mb,Temperature_C,Comment
PC,2015-08-19 10:39:48,1041.667,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 10:51:48,1041.433,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 11:03:48,1041.258,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 11:15:48,1041.608,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 11:27:48,1041.258,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 11:39:48,1041.433,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 11:51:48,1041.608,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 12:03:48,1041.433,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 12:15:48,1041.083,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 12:27:48,1041.025,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 12:39:48,1041.025,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 12:51:48,1040.85,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 13:03:48,1040.85,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 13:15:48,1040.675,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 13:27:48,1040.5,31.167,Stuck temperature sensor - with no variation
PC,2015-08-19 13:39:48,1040.5,34.143,
PC,2015-08-19 13:51:48,1040.092,33.627,
PC,2015-08-19 14:03:48,1039.917,33.343,
PC,2015-08-19 14:15:48,1039.917,33.683,
PC,2015-08-19 14:27:48,1039.742,34.013,
PC,2015-08-19 14:39:48,1039.567,34.29,
PC,2015-08-19 14:51:48,1039.742,34.557,
PC,2015-08-19 15:03:48,1039.567,34.653,
PC,2015-08-19 15:15:48,1039.567,34.71,
PC,2015-08-19 15:27:48,1039.508,34.833,
PC,2015-08-19 15:39:48,1039.392,34.9,
PC,2015-08-19 15:51:48,1039.508,34.893,
PC,2015-08-19 16:03:48,1039.683,34.8,
PC,2015-08-19 16:15:48,1039.392,34.68,
PC,2015-08-19 16:27:48,1038.983,34.553,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 16:39:48,1039.158,34.563,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 16:51:48,1039.333,34.573,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 17:03:48,1039.333,34.553,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 17:15:48,1039.567,34.553,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 17:27:48,1039.217,34.543,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 17:39:48,1039.567,34.563,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 17:51:48,1039.567,34.553,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 18:03:48,1039.917,34.563,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 18:15:48,1039.975,34.543,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 18:27:48,1039.45,34.603,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 18:39:48,1039.8,34.563,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 18:51:48,1039.625,34.573,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 19:03:48,1039.975,34.583,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 19:15:48,1039.858,34.613,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 19:27:48,1039.858,34.513,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 19:39:48,1040.15,34.593,Stuck sensor with random variation <= 0.1.
PC,2015-08-19 19:51:48,1040.383,26.667,
PC,2015-08-19 20:03:48,1040.617,26.467,
PC,2015-08-19 20:15:48,1040.733,26.3,
PC,2015-08-19 20:27:48,1040.558,26.153,
PC,2015-08-19 20:39:48,1040.792,26.003,
PC,2015-08-19 20:51:48,1040.792,25.827,
PC,2015-08-19 21:03:48,1040.792,25.633,
PC,2015-08-19 21:15:48,1040.558,25.493,
PC,2015-08-19 21:27:48,1040.558,25.37,
PC,2015-08-19 21:39:48,1040.442,25.273,
PC,2015-08-19 21:51:48,1040.617,25.17,
PC,2015-08-19 22:03:48,1040.558,25.077,
PC,2015-08-19 22:15:48,1040.442,25,
PC,2015-08-19 22:27:48,1040.967,24.933,
PC,2015-08-19 22:39:48,1040.967,24.877,
PC,2015-08-19 22:51:48,1040.967,24.8,
PC,2015-08-19 23:03:48,1040.792,24.767,
PC,2015-08-19 23:15:48,1040.792,24.807,
PC,2015-08-19 23:27:48,1040.617,24.87,
PC,2015-08-19 23:39:48,1040.442,24.91,Begin data gap of length 1
PC,2015-08-20 00:03:48,1040.267,24.953,End data gap
PC,2015-08-20 00:15:48,1040.383,24.92,
PC,2015-08-20 00:27:48,1040.383,24.89,
PC,2015-08-20 00:39:48,1040.033,24.897,
PC,2015-08-20 00:51:48,1040.033,24.897,
PC,2015-08-20 01:03:48,1040.033,24.967,
PC,2015-08-20 01:15:48,1039.683,25.05,
PC,2015-08-20 01:27:48,1039.625,25.147,
PC,2015-08-20 01:39:48,1039.45,25.253,
PC,2015-08-20 01:51:48,1039.1,25.333,Begin data gap of length 5
PC,2015-08-20 03:03:48,1038.925,25.3,End data gap
PC,2015-08-20 03:15:48,1038.75,25.177,
PC,2015-08-20 03:27:48,1038.517,25.043,
PC,2015-08-20 03:39:48,1038.75,24.993,
PC,2015-08-20 03:51:48,1038.75,24.987,
PC,2015-08-20 04:03:48,1038.925,24.92,
PC,2015-08-20 04:15:48,1038.75,24.877,
PC,2015-08-20 04:27:48,1038.575,24.843,
PC,2015-08-20 04:39:48,1038.925,24.863,
PC,2015-08-20 04:51:48,1038.75,24.917,
PC,2015-08-20 05:03:48,1038.75,24.883,
PC,2015-08-20 05:15:48,1038.925,24.773,
PC,2015-08-20 05:27:48,1038.75,24.683,
PC,2015-08-20 05:39:48,1038.575,24.677,
PC,2015-08-20 05:51:48,1038.925,24.647,
PC,2015-08-20 06:03:48,1038.75,24.717,
PC,2015-08-20 06:15:48,1038.925,24.883,
PC,2015-08-20 06:27:48,1038.925,25.017,
PC,2015-08-20 06:39:48,1038.925,25.197,
PC,2015-08-20 06:51:48,1038.925,25.46,
PC,2015-08-20 07:03:48,1039.1,25.903,
PC,2015-08-20 07:15:48,1039.55,26.69,Drift of 0.1 mb per day in pressure
PC,2015-08-20 07:27:48,1039.825,27.717,Drift of 0.1 mb per day in pressure
PC,2015-08-20 07:39:48,1039.692,28.69,Drift of 0.1 mb per day in pressure
PC,2015-08-20 07:51:48,1039.792,29.267,Drift of 0.1 mb per day in pressure
PC,2015-08-20 08:03:48,1040.067,29.42,Drift of 0.1 mb per day in pressure
PC,2015-08-20 08:15:48,1040.167,29.42,Drift of 0.1 mb per day in pressure
PC,2015-08-20 08:27:48,1040.267,29.633,Drift of 0.1 mb per day in pressure
PC,2015-08-20 08:39:48,1040.6,29.593,Drift of 0.1 mb per day in pressure
PC,2015-08-20 08:51:48,1040.467,29.66,Drift of 0.1 mb per day in pressure
PC,2015-08-20 09:03:48,1040.742,29.843,Drift of 0.1 mb per day in pressure
PC,2015-08-20 09:15:48,1041.075,29.987,Drift of 0.1 mb per day in pressure
PC,2015-08-20 09:27:48,1041.117,30.233,Drift of 0.1 mb per day in pressure
PC,2015-08-20 09:39:48,1041.392,30.553,Drift of 0.1 mb per day in pressure
PC,2015-08-20 09:51:48,1041.492,30.73,Drift of 0.1 mb per day in pressure
PC,2015-08-20 10:03:48,1041.475,30.933,Drift of 0.1 mb per day in pressure
PC,2015-08-20 10:15:48,1041.4,31.307,Drift of 0.1 mb per day in pressure
PC,2015-08-20 10:27:48,1041.675,31.697,Drift of 0.1 mb per day in pressure
PC,2015-08-20 10:39:48,1041.542,31.88,Drift of 0.1 mb per day in pressure
PC,2015-08-20 10:51:48,1041.467,31.787,Drift of 0.1 mb per day in pressure
PC,2015-08-20 11:03:48,1041.742,31.473,Drift of 0.1 mb per day in pressure
PC,2015-08-20 11:15:48,1041.083,31.807,Drift of 0.1 mb per day in pressure
PC,2015-08-20 11:27:48,1041.183,32.133,Drift of 0.1 mb per day in pressure
PC,2015-08-20 11:39:48,1041.458,32.34,Drift of 0.1 mb per day in pressure
PC,2015-08-20 11:51:48,1041.383,32.607,Drift of 0.1 mb per day in pressure
PC,2015-08-20 12:03:48,1041.308,32.89,Drift of 0.1 mb per day in pressure
PC,2015-08-20 12:15:48,1041.758,33.097,Drift of 0.1 mb per day in pressure
PC,2015-08-20 12:27:48,1041.333,33.017,Drift of 0.1 mb per day in pressure
PC,2015-08-20 12:39:48,1041.433,33.183,Drift of 0.1 mb per day in pressure
PC,2015-08-20 12:51:48,1041.125,33.54,Drift of 0.1 mb per day in pressure
PC,2015-08-20 13:03:48,1040.875,33.743,Drift of 0.1 mb per day in pressure
PC,2015-08-20 13:15:48,1041.325,34.033,Drift of 0.1 mb per day in pressure
PC,2015-08-20 13:27:48,1041.017,34.07,Drift of 0.1 mb per day in pressure
PC,2015-08-20 13:39:48,1041.233,34.167,Drift of 0.1 mb per day in pressure
PC,2015-08-20 13:51:48,1041.333,34.167,Drift of 0.1 mb per day in pressure
PC,2015-08-20 14:03:48,1041.608,34.007,Drift of 0.1 mb per day in pressure
PC,2015-08-20 14:15:48,1041.533,33.73,Drift of 0.1 mb per day in pressure
PC,2015-08-20 14:27:48,1041.75,33.487,Drift of 0.1 mb per day in pressure
PC,2015-08-20 14:39:48,1041.85,34.047,Drift of 0.1 mb per day in pressure
PC,2015-08-20 14:51:48,1041.6,34.64,Drift of 0.1 mb per day in pressure
PC,2015-08-20 15:03:48,1041.292,34.98,Drift of 0.1 mb per day in pressure
PC,2015-08-20 15:15:48,1041.625,35.14,Drift of 0.1 mb per day in pressure
PC,2015-08-20 15:27:48,1041.492,35.197,Drift of 0.1 mb per day in pressure
PC,2015-08-20 15:39:48,1041.767,35.19,Drift of 0.1 mb per day in pressure
PC,2015-08-20 15:51:48,1041.867,35.12,Drift of 0.1 mb per day in pressure
PC,2015-08-20 16:03:48,1042.025,34.82,Drift of 0.1 mb per day in pressure
PC,2015-08-20 16:15:48,1042.067,34.13,Drift of 0.1 mb per day in pressure
PC,2015-08-20 16:27:48,1042.167,33.357,Drift of 0.1 mb per day in pressure
PC,2015-08-20 16:39:48,1041.742,33.173,Drift of 0.1 mb per day in pressure
PC,2015-08-20 16:51:48,1042.017,33.333,Drift of 0.1 mb per day in pressure
PC,2015-08-20 17:03:48,1042.292,33.153,Drift of 0.1 mb per day in pressure
PC,2015-08-20 17:15:48,1042.625,32.41,Drift of 0.1 mb per day in pressure
PC,2015-08-20 17:27:48,1037.35,31.917,
PC,2015-08-20 17:39:48,1037.525,31.763,
PC,2015-08-20 17:51:48,1037.7,31.53,
PC,2015-08-20 18:03:48,1037.933,31.303,
PC,2015-08-20 18:15:48,1037.933,30.833,
PC,2015-08-20 18:27:48,1038.108,30.293,
PC,2015-08-20 18:39:48,1038.283,29.793,
PC,2015-08-20 18:51:48,1038.867,29.28,
PC,2015-08-20 19:03:48,1038.517,28.833,
PC,2015-08-20 19:15:48,1038.692,28.453,
PC,2015-08-20 19:27:48,1038.517,28.17,
PC,2015-08-20 19:39:48,1038.692,27.927,
PC,2015-08-20 19:51:48,1038.867,27.773,
PC,2015-08-20 20:03:48,1038.692,27.633,
PC,2015-08-20 20:15:48,1039.275,27.46,
PC,2015-08-20 20:27:48,1039.275,27.267,
PC,2015-08-20 20:39:48,1039.275,27.1,
PC,2015-08-20 20:51:48,1039.042,26.953,
PC,2015-08-20 21:03:48,1039.217,26.767,
PC,2015-08-20 21:15:48,1039.1,26.577,
PC,2015-08-20 21:27:48,1039.275,26.447,
PC,2015-08-20 21:39:48,1038.925,26.333,
PC,2015-08-20 21:51:48,1038.692,26.23,
PC,2015-08-20 22:03:48,1038.575,26.183,
PC,2015-08-20 22:15:48,1038.75,26.127,
PC,2015-08-20 22:27:48,1039.1,25.953,
PC,2015-08-20 22:39:48,1038.342,25.793,
PC,2015-08-20 22:51:48,1038.75,25.69,
PC,2015-08-20 23:03:48,1038.75,25.583,
PC,2015-08-20 23:15:48,1038.925,25.42,
PC,2015-08-20 23:27:48,1039.1,25.25,
PC,2015-08-20 23:39:48,1038.75,25.023,
PC,2015-08-20 23:51:48,1038.925,24.793,
PC,2015-08-21 00:03:48,1038.925,24.66,
PC,2015-08-21 00:15:48,1039.1,24.613,
PC,2015-08-21 00:27:48,1039.1,24.557,
PC,2015-08-21 00:39:48,1039.275,24.487,
PC,2015-08-21 00:51:48,1039.275,24.427,
PC,2015-08-21 01:03:48,1039.1,24.397,
PC,2015-08-21 01:15:48,1039.158,24.343,
PC,2015-08-21 01:27:48,1039.1,24.293,
PC,2015-08-21 01:39:48,1038.75,24.177,
PC,2015-08-21 01:51:48,1038.4,24.05,
PC,2015-08-21 02:03:48,1038.4,23.92,
PC,2015-08-21 02:15:48,1038.4,23.78,
PC,2015-08-21 02:27:48,1038.575,23.66,
PC,2015-08-21 02:39:48,1038.4,23.613,
PC,2015-08-21 02:51:48,1038.75,23.653,
PC,2015-08-21 03:03:48,1038.575,23.683,
PC,2015-08-21 03:15:48,1038.575,23.67,
PC,2015-08-21 03:27:48,1038.75,23.667,
PC,2015-08-21 03:39:48,1038.575,23.653,
PC,2015-08-21 03:51:48,1038.575,23.647,
PC,2015-08-21 04:03:48,1038.4,23.633,
PC,2015-08-21 04:15:48,1038.575,23.6,
PC,2015-08-21 04:27:48,1038.925,23.537,
PC,2015-08-21 04:39:48,1038.808,23.487,
PC,2015-08-21 04:51:48,1038.983,23.39,
PC,2015-08-21 05:03:48,1038.983,23.293,
PC,2015-08-21 05:15:48,1039.508,23.217,
PC,2015-08-21 05:27:48,1039.333,23.167,
PC,2015-08-21 05:39:48,1039.858,23.16,
PC,2015-08-21 05:51:48,1039.508,23.197,
PC,2015-08-21 06:03:48,1039.742,23.32,
PC,2015-08-21 06:15:48,1039.683,23.557,
PC,2015-08-21 06:27:48,1039.858,23.877,
PC,2015-08-21 06:39:48,1039.858,24.217,
PC,2015-08-21 06:51:48,1040.383,24.6,
PC,2015-08-21 07:03:48,1040.558,25.017,
PC,2015-08-21 07:15:48,1040.558,25.473,
PC,2015-08-21 07:27:48,1040.792,25.8,
PC,2015-08-21 07:39:48,1040.617,25.85,
PC,2015-08-21 07:51:48,1040.792,25.973,
PC,2015-08-21 08:03:48,1041.083,26.23,
PC,2015-08-21 08:15:48,1040.792,26.403,
PC,2015-08-21 08:27:48,1041.142,26.587,
PC,2015-08-21 08:39:48,1041.317,26.807,
PC,2015-08-21 08:51:48,1041.317,27.037,
PC,2015-08-21 09:03:48,1041.492,27.44,
PC,2015-08-21 09:15:48,1041.492,27.917,
PC,2015-08-21 09:27:48,1041.667,28.177,
PC,2015-08-21 09:39:48,1042.017,28.48,
PC,2015-08-21 09:51:48,1041.842,28.717,
PC,2015-08-21 10:03:48,1042.017,28.8,
PC,2015-08-21 10:15:48,1041.842,28.87,
PC,2015-08-21 10:27:48,1042.017,29.03,
PC,2015-08-21 10:39:48,1041.958,29.467,
PC,2015-08-21 10:51:48,1041.492,29.837,
PC,2015-08-21 11:03:48,1041.492,30.237,
PC,2015-08-21 11:15:48,1041.667,30.263,
PC,2015-08-21 11:27:48,1041.783,30.57,
PC,2015-08-21 11:39:48,1041.842,30.563,
PC,2015-08-21 11:51:48,1041.842,30.483,
PC,2015-08-21 12:03:48,1041.958,30.467,
PC,2015-08-21 12:15:48,1041.667,30.693,
PC,2015-08-21 12:27:48,1041.492,30.833,
PC,2015-08-21 12:39:48,1041.492,31.1,
PC,2015-08-21 12:51:48,1041.608,31.4,
PC,2015-08-21 13:03:48,1041.083,31.683,
PC,2015-08-21 13:15:48,1041.433,31.783,
PC,2015-08-21 13:27:48,1040.85,31.903,
PC,2015-08-21 13:39:48,1040.85,32.07,
PC,2015-08-21 13:51:48,1040.5,32.107,
PC,2015-08-21 14:03:48,1040.908,31.967,
PC,2015-08-21 14:15:48,1040.908,31.597,
PC,2015-08-21 14:27:48,1041.025,30.957,
PC,2015-08-21 14:39:48,1040.908,30.473,
PC,2015-08-21 14:51:48,1041.083,30.047,
PC,2015-08-21 15:03:48,1040.733,29.767,
PC,2015-08-21 15:15:48,1041.317,29.717,
PC,2015-08-21 15:27:48,1041.083,29.6,
PC,2015-08-21 15:39:48,1040.908,29.433,
PC,2015-08-21 15:51:48,1041.083,29.253,
PC,2015-08-21 16:03:48,1041.317,29.153,
PC,2015-08-21 16:15:48,1041.083,29.107,
PC,2015-08-21 16:27:48,1041.083,29.42,
PC,2015-08-21 16:39:48,1041.258,29.92,
PC,2015-08-21 16:51:48,1041.083,30.003,
PC,2015-08-21 17:03:48,1041.433,29.993,
PC,2015-08-21 17:15:48,1041.083,30.097,
PC,2015-08-21 17:27:48,1041.258,30.25,
PC,2015-08-21 17:39:48,1041.433,30.213,
PC,2015-08-21 17:51:48,1041.842,29.787,
PC,2015-08-21 18:03:48,1041.317,29.03,
PC,2015-08-21 18:15:48,1041.317,28.333,
PC,2015-08-21 18:27:48,1041.492,27.793,
PC,2015-08-21 18:39:48,1041.317,27.35,
PC,2015-08-21 18:51:48,1041.667,26.89,
PC,2015-08-21 19:03:48,1041.842,26.473,
PC,2015-08-21 19:15:48,1041.725,26.12,
PC,2015-08-21 19:27:48,1041.725,25.793,
PC,2015-08-21 19:39:48,1041.9,25.46,
PC,2015-08-21 19:51:48,1041.725,25.16,
PC,2015-08-21 20:03:48,1041.725,24.89,
PC,2015-08-21 20:15:48,1042.075,24.683,
PC,2015-08-21 20:27:48,1042.308,24.493,
PC,2015-08-21 20:39:48,1042.425,24.273,
PC,2015-08-21 20:51:48,1042.658,24.03,
PC,2015-08-21 21:03:48,1042.833,23.8,
PC,2015-08-21 21:15:48,1042.483,23.593,
PC,2015-08-21 21:27:48,1042.658,23.397,
PC,2015-08-21 21:39:48,1042.658,23.217,
PC,2015-08-21 21:51:48,1042.717,23.063,
PC,2015-08-21 22:03:48,1042.483,22.903,
PC,2015-08-21 22:15:48,1042.308,22.773,
PC,2015-08-21 22:27:48,1042.542,22.66,
PC,2015-08-21 22:39:48,1042.658,22.53,
PC,2015-08-21 22:51:48,1042.483,22.397,
PC,2015-08-21 23:03:48,1042.658,22.26,
PC,2015-08-21 23:15:48,1042.717,22.14,
PC,2015-08-21 23:27:48,1042.308,22.113,
PC,2015-08-21 23:39:48,1042.308,22.14,
PC,2015-08-21 23:51:48,1042.308,22.037,
PC,2015-08-22 00:03:48,1042.308,21.87,
PC,2015-08-22 00:15:48,1042.308,21.76,
PC,2015-08-22 00:27:48,1041.958,21.667,
PC,2015-08-22 00:39:48,1042.308,21.667,
PC,2015-08-22 00:51:48,1042.192,21.67,
PC,2015-08-22 01:03:48,1042.075,21.753,
PC,2015-08-22 01:15:48,1042.308,21.833,
PC,2015-08-22 01:27:48,1042.308,21.833,
PC,2015-08-22 01:39:48,1042.483,21.8,
PC,2015-08-22 01:51:48,1042.542,21.723,
PC,2015-08-22 02:03:48,1042.483,21.667,
PC,2015-08-22 02:15:48,1042.308,21.69,
PC,2015-08-22 02:27:48,1042.308,21.717,
PC,2015-08-22 02:39:48,1042.308,21.66,
PC,2015-08-22 02:51:48,1041.958,21.577,
PC,2015-08-22 03:03:48,1041.958,21.543,
PC,2015-08-22 03:15:48,1042.133,21.487,
PC,2015-08-22 03:27:48,1042.192,21.427,
PC,2015-08-22 03:39:48,1041.958,21.377,
PC,2015-08-22 03:51:48,1042.192,21.333,
PC,2015-08-22 04:03:48,1042.308,21.3,
PC,2015-08-22 04:15:48,1042.483,21.217,
PC,2015-08-22 04:27:48,1042.483,21.07,
PC,2015-08-22 04:39:48,1042.542,20.933,
PC,2015-08-22 04:51:48,1042.542,20.773,
PC,2015-08-22 05:03:48,1042.892,20.577,
PC,2015-08-22 05:15:48,1042.717,20.383,
PC,2015-08-22 05:27:48,1043.067,20.217,
PC,2015-08-22 05:39:48,1043.067,20.083,
PC,2015-08-22 05:51:48,1043.067,19.97,
PC,2015-08-22 06:03:48,1043.067,19.93,
PC,2015-08-22 06:15:48,1043.3,20.023,
PC,2015-08-22 06:27:48,1043.3,20.307,
PC,2015-08-22 06:39:48,1043.242,20.767,
PC,2015-08-22 06:51:48,1043.067,21.307,
PC,2015-08-22 07:03:48,1043.242,21.833,
PC,2015-08-22 07:15:48,1043.242,22.327,
PC,2015-08-22 07:27:48,1043.067,22.78,
PC,2015-08-22 07:39:48,1043.417,23.21,
